delivery_no,customer_name,invoice_date_raw,customer_order_no,instruction_no,product_name,spec,color,qty,unit,unit_price,amount,remark,source_sheet
AH2601030,福建安恒致远鞋业有限公司,2026-01-11 00:00:00,,,K273 /CL24075单层网布,"300*54""",月石色024-71-03,212.0,Y,14.0,2968.0,,安恒帐单
AH2601030,福建安恒致远鞋业有限公司,2026-01-11 00:00:00,,,K273 /CL24075单层网布,"300*54""",月石色024-71-03,174.0,Y,14.0,2436.0,,安恒帐单
AH2601030,福建安恒致远鞋业有限公司,2026-01-11 00:00:00,,,K273 /CL24075单层网布,"300*54""",月石色024-71-03,9.0,Y,14.0,426.0,,安恒帐单
AH2601031,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,YS5908纹三明治网布,380*54'',黑色139-18-00,14.0,Y,12.5,175.0,,安恒帐单
AH2601031,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,YS5908纹三明治网布,380*54'',黑色139-18-00,32.0,Y,12.5,400.0,,安恒帐单
AH2601031,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,YH H354单层网布,"54 """,黑色139-18-00,24.0,Y,9.0,216.0,,安恒帐单
AH2601031,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,YH H354单层网布,"54 """,黑色139-18-00,28.0,Y,9.0,252.0,,安恒帐单
AH2601031,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,YY5983纹三明治网布,380*54'',黑色139-18-00,34.0,Y,13.8,469.2,,安恒帐单
AH2601031,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,YY5983纹三明治网布,380*54'',黑色139-18-00,2.0,Y,13.8,27.6,,安恒帐单
AH2601031,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,DJT-6515 单层网布,"54 """,白色109-98-01,335.0,Y,9.5,3182.5,,安恒帐单
AH2601032,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,CK网布,230*54,黑色,37.0,Y,4.8,177.6,,安恒帐单
AH2601032,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,丝光布,"180g 54""",蓝色126-34-11,6.0,Y,3.3,19.8,,安恒帐单
AH2601032,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,DJ132 单层网布 耐黄,"240g 54""",白色,1.0,Y,6.0,6.0,,安恒帐单
AH2601032,福建安恒致远鞋业有限公司,2026-01-12 00:00:00,,,DJ132 单层网布 耐黄,"240g 54""",白色,2.0,Y,6.0,12.0,,安恒帐单
AH2601033,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,YS571 单层网布,"530g 54""",橄榄绿044-36-10,79.0,Y,16.0,1264.0,,安恒帐单
AH2601033,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,YS5908小圆孔三明治网布,"380g 54""",橄榄绿044-36-10,18.0,Y,12.5,225.0,,安恒帐单
AH2601034,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,K208 BK网布,"240g 54""",白色109-98-01,260.0,Y,5.5,1430.0,,安恒帐单
AH2601034,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,K208 BK网布,"240g 54""",白色109-98-01,237.0,Y,5.5,1303.5,,安恒帐单
AH2601034,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,YSK2360纹 双心三层网,"400g* 59""",白色109-98-01,20.0,Y,16.5,330.0,,安恒帐单
AH2601034,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJT-6515 单层网布,"54 """,黑色139-18-00,11.0,Y,9.5,104.5,,安恒帐单
AH2601034,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJT-6515 单层网布,"54 """,黑色139-18-00,2.0,Y,9.5,19.0,,安恒帐单
AH2601034,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 单层网布 耐黄,"240g 54""",白色,2.0,Y,6.0,12.0,,安恒帐单
AH2601035,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,CL24121三明治网布,"430g  54""",蓝色ADWW,367.0,Y,13.5,4954.5,,安恒帐单
AH2601035,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,CL24121三明治网布,"430g  54""",蓝色ADWW,8.0,Y,13.5,108.0,,安恒帐单
AH2601035,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,CL24121三明治网布,"430g  54""",蓝色ADWW,34.0,Y,13.5,459.0,,安恒帐单
AH2601035,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,CL24121三明治网布,"430g  54""",蓝色ADWW,147.0,Y,13.5,1984.5,,安恒帐单
AH2601035,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,CL24121三明治网布,"430g  54""",蓝色ADWW,180.0,Y,13.5,2430.0,,安恒帐单
AH2601035,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,CL24121三明治网布,"430g  54""",蓝色ADWW,3.0,Y,13.5,40.5,,安恒帐单
AH2601036,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,20.0,Y,9.0,180.0,,安恒帐单
AH2601036,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,24.0,Y,9.0,216.0,,安恒帐单
AH2601036,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,5.0,Y,9.0,45.0,,安恒帐单
AH2601036,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,39.0,Y,9.0,351.0,,安恒帐单
AH2601036,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,30.0,Y,9.0,270.0,,安恒帐单
AH2601036,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,60.0,Y,9.0,540.0,,安恒帐单
AH2601036,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,26.0,Y,9.0,234.0,,安恒帐单
AH2601036,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,21.0,Y,9.0,189.0,,安恒帐单
AH2601037,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,25.0,Y,9.0,225.0,,安恒帐单
AH2601037,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,23.0,Y,9.0,207.0,,安恒帐单
AH2601037,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,21.0,Y,9.0,189.0,,安恒帐单
AH2601037,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,34.0,Y,9.0,306.0,,安恒帐单
AH2601037,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,354纹  单层网 耐黄,"280-290g  54""",白色109-98-01,38.0,Y,9.0,342.0,,安恒帐单
AH2601038,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,23.0,Y,6.0,138.0,,安恒帐单
AH2601038,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,27.0,Y,6.0,162.0,,安恒帐单
AH2601038,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,2.0,Y,6.0,12.0,,安恒帐单
AH2601038,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,1.0,Y,6.0,6.0,,安恒帐单
AH2601038,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,镂空圆孔YS0391纹  单层网布,"310-320g *54""",白色109-98-01,95.0,Y,9.8,931.0,,安恒帐单
AH2601038,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,镂空圆孔YS0391纹  单层网布,"310-320g *54""",白色109-98-01,44.0,Y,9.8,431.2,,安恒帐单
AH2601038,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,镂空圆孔YS0391纹  单层网布,"310-320g *54""",白色109-98-01,79.0,Y,9.8,774.2,,安恒帐单
AH2601039,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,9.0,Y,6.0,54.0,,安恒帐单
AH2601039,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,7.0,Y,6.0,42.0,,安恒帐单
AH2601039,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,14.0,Y,6.0,84.0,,安恒帐单
AH2601039,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,7.0,Y,6.0,42.0,,安恒帐单
AH2601039,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,5.0,Y,6.0,30.0,,安恒帐单
AH2601039,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,8.0,Y,6.0,48.0,,安恒帐单
AH2601039,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,14.0,Y,6.0,84.0,,安恒帐单
AH2601039,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,27.0,Y,6.0,162.0,,安恒帐单
AH2601040,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,18.0,Y,6.0,108.0,,安恒帐单
AH2601040,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,1.0,Y,6.0,6.0,,安恒帐单
AH2601040,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,1.0,Y,6.0,6.0,,安恒帐单
AH2601040,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,DJ132 POLYPAG单层网布耐黄,"240g 54""",白色109-98-01,1.0,Y,6.0,6.0,,安恒帐单
AH2601040,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,YSK2360纹 双心三层网,"400g* 59""",白色109-98-01,106.0,Y,16.5,1749.0,,安恒帐单
AH2601040,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,YSK2360纹 双心三层网,"400g* 59""",白色109-98-01,48.0,Y,16.5,792.0,,安恒帐单
AH2601040,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,YSK2360纹 双心三层网,"400g* 59""",白色109-98-01,20.0,Y,16.5,330.0,,安恒帐单
AH2601040,福建安恒致远鞋业有限公司,2026-01-13 00:00:00,,,YSK2360纹 双心三层网,"400g* 59""",白色109-98-01,99.0,Y,16.5,1633.5,,安恒帐单
AH2601041,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,佳绩布,"54"" 120g",白色,103.0,Y,2.75,283.25,,安恒帐单
AH2601041,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YSK2360纹 双心三层网,"400g* 59""",黑色139-18-00,87.0,Y,16.5,1435.5,,安恒帐单
AH2601041,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YSK2360纹 双心三层网,"400g* 59""",黑色139-18-00,96.0,Y,16.5,1584.0,,安恒帐单
AH2601041,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,经编佳积布,"46"" 150平方克",灰白色017-79-00,66.0,Y,4.0,264.0,,安恒帐单
AH2601041,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,经编佳积布,"46"" 150平方克",灰白色017-79-00,4.0,Y,4.0,16.0,,安恒帐单
AH2601041,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,经编佳积布,"46"" 150平方克",灰白色017-79-00,57.0,Y,4.0,228.0,,安恒帐单
AH2601041,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,D027纹 单层网布,"250-260g 54""",土色034-67-06,14.0,Y,6.3,88.2,,安恒帐单
AH2601041,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,D027纹 单层网布,"250-260g 54""",土色034-67-06,59.0,Y,6.3,371.7,,安恒帐单
AH2601042,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS5908小圆孔三明治网布,"380g 54""",橄榄绿044-36-10,89.0,Y,12.5,1112.5,,安恒帐单
AH2601042,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS5908小圆孔三明治网布,"380g 54""",橄榄绿044-36-10,29.0,Y,12.5,362.5,,安恒帐单
AH2601042,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS5908小圆孔三明治网布,"380g 54""",暗灰000-55-00,19.0,Y,12.5,237.5,,安恒帐单
AH2601042,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS5908小圆孔三明治网布,"380g 54""",暗灰000-55-00,87.0,Y,12.5,1087.5,,安恒帐单
AH2601042,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS5908小圆孔三明治网布,"380g 54""",暗灰000-55-00,5.0,Y,12.5,62.5,,安恒帐单
AH2601043,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS5908小圆孔三明治网布,"380g 54""",灰色000-47-00,26.0,Y,12.5,325.0,,安恒帐单
AH2601043,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS5908小圆孔三明治网布,"380g 54""",灰色000-47-00,12.0,Y,12.5,150.0,,安恒帐单
AH2601043,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS571 网布,"530*54""",跋涉灰029-39-08,201.0,Y,16.0,3216.0,,安恒帐单
AH2601043,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS571 网布,"530*54""",跋涉灰029-39-08,10.0,Y,16.0,160.0,,安恒帐单
AH2601043,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,YS571 网布,"530*54""",跋涉灰029-39-08,176.0,Y,16.0,2816.0,,安恒帐单
AH2601043,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,CL24121 三明治网布,"430g  54""",表情粉154-77-21,478.0,Y,13.5,6453.0,,安恒帐单
AH2601043,福建安恒致远鞋业有限公司,2026-01-14 00:00:00,,,CL24121 三明治网布,"430g  54""",表情粉154-77-21,395.0,Y,13.5,5332.5,,安恒帐单
AH2601044,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,BK-Q01单层网布,"260g*54""",蓝色107-75-06,9.0,Y,5.5,49.5,,安恒帐单
AH2601044,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,D027纹单层网布,"250-260g 54""",黑色139-18-00,637.0,Y,6.3,4013.1,,安恒帐单
AH2601044,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,D027纹单层网布,"250-260g 54""",黑色139-18-00,770.0,Y,6.3,4851.0,,安恒帐单
AH2601044,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,D027纹单层网布,"250-260g 54""",黑色139-18-00,253.0,Y,6.3,1593.9,,安恒帐单
AH2601045,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,394.0,Y,16.5,6501.0,,安恒帐单
AH2601045,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,76.0,Y,16.5,1254.0,,安恒帐单
AH2601045,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,102.0,Y,16.5,1683.0,,安恒帐单
AH2601045,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,303.0,Y,16.5,4999.5,,安恒帐单
AH2601045,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,16.0,Y,16.5,264.0,,安恒帐单
AH2601045,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,10.0,Y,16.5,165.0,,安恒帐单
AH2601045,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,22.0,Y,16.5,363.0,,安恒帐单
AH2601045,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,106.0,Y,16.5,1749.0,,安恒帐单
AH2601046,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,1.0,Y,16.5,16.5,,安恒帐单
AH2601046,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,1.0,Y,16.5,16.5,,安恒帐单
AH2601046,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,16.0,Y,16.5,264.0,,安恒帐单
AH2601046,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,CL24100  三明治网布,"430g  54""",表情粉154-77-21,43.0,Y,16.5,709.5,,安恒帐单
AH2601046,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",海盐色036-90-02,40.0,Y,16.5,660.0,,安恒帐单
AH2601046,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",海盐色036-90-02,37.0,Y,16.5,610.5,,安恒帐单
AH2601046,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",海盐色036-90-02,2.0,Y,16.5,33.0,,安恒帐单
AH2601046,福建安恒致远鞋业有限公司,2026-01-15 00:00:00,,,YSK2360纹双心三层网,"400g* 59""",海盐色036-90-02,112.0,Y,16.5,1848.0,,安恒帐单
AH2601047,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,10.0,Y,16.5,165.0,,安恒帐单
AH2601047,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,67.0,Y,16.5,1105.5,,安恒帐单
AH2601047,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,76.0,Y,16.5,1254.0,,安恒帐单
AH2601047,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,322.0,Y,16.5,5313.0,,安恒帐单
AH2601047,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,289.0,Y,16.5,4768.5,,安恒帐单
AH2601047,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,114.0,Y,16.5,1881.0,,安恒帐单
AH2601047,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,9.0,Y,16.5,148.5,,安恒帐单
AH2601047,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,104.0,Y,16.5,1716.0,,安恒帐单
AH2601048,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,1.0,Y,16.5,16.5,,安恒帐单
AH2601048,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,1.0,Y,16.5,16.5,,安恒帐单
AH2601048,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,25.0,Y,16.5,412.5,,安恒帐单
AH2601048,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",竞争红014-48-36,179.0,Y,16.5,2953.5,,安恒帐单
AH2601049,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24121三明治网布,"430g  54""",竞争红014-48-36,507.0,Y,13.5,6844.5,,安恒帐单
AH2601049,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24121三明治网布,"430g  54""",竞争红014-48-36,112.0,Y,13.5,1512.0,,安恒帐单
AH2601049,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24121三明治网布,"430g  54""",竞争红014-48-36,6.0,Y,13.5,81.0,,安恒帐单
AH2601049,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24121三明治网布,"430g  54""",竞争红014-48-36,164.0,Y,13.5,2214.0,,安恒帐单
AH2601049,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24121三明治网布,"430g  54""",竞争红014-48-36,36.0,Y,13.5,486.0,,安恒帐单
AH2601050,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,YS5908纹 三明治网布,"380g 54""",黑色139-18-00,108.0,Y,12.5,1350.0,,安恒帐单
AH2601050,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,YS5908纹 三明治网布,"380g 54""",黑色139-18-00,6.0,Y,12.5,75.0,,安恒帐单
AH2601050,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,YS5908纹 三明治网布,"380g 54""",黑色139-18-00,28.0,Y,12.5,350.0,,安恒帐单
AH2601050,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,YS5908纹 三明治网布,"380g 54""",黑色139-18-00,50.0,Y,12.5,625.0,,安恒帐单
AH2601050,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,YS5908纹 三明治网布,"380g 54""",黑色139-18-00,3.0,Y,12.5,37.5,,安恒帐单
AH2601050,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,YS5908纹 三明治网布,"380g 54""",黑色139-18-00,44.0,Y,12.5,550.0,,安恒帐单
AH2601051,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,K106/DJT 1834 FLECK TEX纹 单层网布,"54 """,黑色139-18-00,118.0,Y,4.3,507.4,,安恒帐单
AH2601051,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,K106/DJT 1834 FLECK TEX纹 单层网布,"54 """,黑色139-18-00,104.0,Y,4.3,447.2,,安恒帐单
AH2601051,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,K106/DJT 1834 FLECK TEX纹 单层网布,"54 """,黑色139-18-00,15.0,Y,4.3,64.5,,安恒帐单
AH2601051,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,K106/DJT 1834 FLECK TEX纹 单层网布,"54 """,黑色139-18-00,10.0,Y,4.3,43.0,,安恒帐单
AH2601051,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,K106/DJT 1834 FLECK TEX纹 单层网布,"54 """,黑色139-18-00,106.0,Y,4.3,455.8,,安恒帐单
AH2601051,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,YS15365条纹三明治,520-550g 54“,蓝色126-34-11,140.0,Y,16.0,2240.0,,安恒帐单
AH2601052,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,YSK2360纹 双心三层网,"400g* 59""",胜利蓝126-21-11,61.0,Y,16.5,1006.5,,安恒帐单
AH2601052,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,354纹单层网耐黄,"280-290g  54""",白色109-98-01,181.0,Y,9.0,1629.0,,安恒帐单
AH2601052,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,354纹单层网耐黄,"280-290g  54""",白色109-98-01,161.0,Y,9.0,1449.0,,安恒帐单
AH2601052,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,354纹单层网耐黄,"280-290g  54""",白色109-98-01,65.0,Y,9.0,585.0,,安恒帐单
AH2601052,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,354纹单层网耐黄,"280-290g  54""",白色109-98-01,14.0,Y,9.0,126.0,,安恒帐单
AH2601052,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,354纹单层网耐黄,"280-290g  54""",白色109-98-01,120.0,Y,9.0,1080.0,,安恒帐单
AH2601052,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,354纹单层网耐黄,"280-290g  54""",白色109-98-01,151.0,Y,9.0,1359.0,,安恒帐单
AH2601053,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,13.0,Y,16.5,214.5,,安恒帐单
AH2601053,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,376.0,Y,16.5,6204.0,,安恒帐单
AH2601053,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,1.0,Y,16.5,16.5,,安恒帐单
AH2601053,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,87.0,Y,16.5,1435.5,,安恒帐单
AH2601053,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,229.0,Y,16.5,3778.5,,安恒帐单
AH2601053,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,483.0,Y,16.5,7969.5,,安恒帐单
AH2601053,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,18.0,Y,16.5,297.0,,安恒帐单
AH2601053,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,1.0,Y,16.5,16.5,,安恒帐单
AH2601054,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,135.0,Y,16.5,2227.5,,安恒帐单
AH2601054,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,146.0,Y,16.5,2409.0,,安恒帐单
AH2601054,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24100  三明治网布,"430g  54""",白色109-98-01,10.0,Y,16.5,165.0,,安恒帐单
AH2601054,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,YS15365条纹三明治,520-550g 54“,粉色152-57-30,149.0,Y,16.0,2384.0,,安恒帐单
AH2601055,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24121 三明治网布  耐黄,"430g  54""",白色109-98-01,232.0,Y,13.5,3132.0,,安恒帐单
AH2601055,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24121 三明治网布  耐黄,"430g  54""",白色109-98-01,224.0,Y,13.5,3024.0,,安恒帐单
AH2601055,福建安恒致远鞋业有限公司,2026-01-16 00:00:00,,,CL24121 三明治网布  耐黄,"430g  54""",白色109-98-01,2.0,Y,13.5,27.0,,安恒帐单
