delivery_no,customer_name,invoice_date_raw,customer_order_no,instruction_no,product_name,spec,color,qty,unit,unit_price,amount,remark,source_sheet
AH2601007,莆田安健致远鞋业限公司,2026-01-04 00:00:00,,Z25052-308-2,"354纹 280-290g 单层网 54"" 耐黄","354纹 280-290g 单层网 54"" 耐黄",白色109-98-01,88.0,Y,9.0,792.0,,安健帐单
AH2601007,莆田安健致远鞋业限公司,2026-01-04 00:00:00,,Z25073-217-7,"354纹 280-290g 单层网 54"" 耐黄","354纹 280-290g 单层网 54"" 耐黄",白色109-98-01,52.0,Y,9.0,468.0,,安健帐单
AH2601007,莆田安健致远鞋业限公司,2026-01-04 00:00:00,,Z25073-218-7,"354纹 280-290g 单层网 54"" 耐黄","354纹 280-290g 单层网 54"" 耐黄",白色109-98-01,204.0,Y,9.0,1836.0,,安健帐单
AH2601008,莆田安健致远鞋业限公司,2026-01-04 00:00:00,ALCPO2600072,Z25100-361,200g 组织布54“,200g 组织布54“,白色 109-98-01,16.0,Y,4.5,72.0,,安健帐单
AH2601008,莆田安健致远鞋业限公司,2026-01-04 00:00:00,,Z25075-222-3,"组织布 54""250g","组织布 54""250g",白色109-98-01,29.0,码,5.2,150.8,,安健帐单
AH2601008,莆田安健致远鞋业限公司,2026-01-04 00:00:00,,Z25075-223-4,"组织布 54""250g","组织布 54""250g",白色109-98-01,29.0,码,5.2,150.8,,安健帐单
AH2601008,莆田安健致远鞋业限公司,2026-01-04 00:00:00,,Z25075-222-4,"组织布 54""250g","组织布 54""250g",白色109-98-01,29.0,码,5.2,150.8,,安健帐单
AH2601008,莆田安健致远鞋业限公司,2026-01-04 00:00:00,,Z25075-222-5,"组织布 54""250g","组织布 54""250g",白色109-98-01,16.0,码,5.2,83.2,,安健帐单
AH2601008,莆田安健致远鞋业限公司,2026-01-04 00:00:00,ALCPO2522397,Z25014-340,"8安 帆布54""","8安 帆布54""",淺沙褐14-1210TPG-1,195.0,Y,13.0,2535.0,,安健帐单
AH2601008,莆田安健致远鞋业限公司,2026-01-04 00:00:00,,,小缸费,小缸费,淺沙褐14-1210TPG-1,1.0,个,500.0,500.0,,安健帐单
AH2601009,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,Z25076-293-2,"354纹 280-290g 单层网 54""","354纹 280-290g 单层网 54""",白色109-98-01,49.0,Y,9.0,441.0,,安健帐单
AH2601009,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25073-425-1,"250g 加密真美布54""","250g 加密真美布54""",白色109-98-01,32.0,Y,5.3,169.6,,安健帐单
AH2601009,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2600085,Z25093-352,"CL21056 单层网布 54"";; -","CL21056 单层网布 54"";; -",浅灰017-79-00,42.0,Y,12.5,525.0,,安健帐单
AH2601009,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2600072,Z25100-360,"200g 组织布
54“;;","200g 组织布
54“;;",蓝色 126-21-11,8.0,Y,4.5,36.0,,安健帐单
AH2601009,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25102-431,"佳积布230G54""","佳积布230G54""",黑色139-18-00,85.0,Y,5.0,425.0,,安健帐单
AH2601009,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25102-432,"佳积布230G54""","佳积布230G54""",黑色139-18-00,49.0,Y,5.0,245.0,,安健帐单
AH2601009,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,"Z25102-432-1美
线","佳积布230G54""","佳积布230G54""",黑色139-18-00,22.0,Y,5.0,110.0,,安健帐单
AH2601010,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25102-430,"组织布 54""  250g","组织布 54""  250g",白色109-98-01,15.0,Y,5.2,78.0,,安健帐单
AH2601010,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25102-431,"组织布 54""  250g","组织布 54""  250g",白色109-98-01,44.0,Y,5.2,228.8,,安健帐单
AH2601010,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25079-408,"组织布 54""  250g","组织布 54""  250g",白色109-98-01,102.0,Y,5.2,530.4,,安健帐单
AH2601010,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25078-409,"组织布 54""  250g","组织布 54""  250g",白色109-98-01,56.0,Y,5.2,291.2,,安健帐单
AH2601010,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2600151,Z25102-430-1,"组织布 54""  250g","组织布 54""  250g",白色109-89-01,9.0,Y,5.2,46.8,,安健帐单
AH2601010,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2600010,Z24021-041-13,"YSK055纹 单层
网布 54"";;","YSK055纹 单层
网布 54"";;",火红色18-1664TPG,56.0,Y,15.5,868.0,,安健帐单
AH2601010,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,,小缸费,小缸费,火红色18-1664TPG,1.0,个,300.0,300.0,,安健帐单
AH2601011,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25102-429,"佳积布230G 54""","佳积布230G 54""",黑色,138.0,Y,5.0,690.0,,安健帐单
AH2601011,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25102-428,"佳积布230G 54""","佳积布230G 54""",黑色,138.0,Y,5.0,690.0,,安健帐单
AH2601011,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25102-428,"小椭圆三明治网布 54""","小椭圆三明治网布 54""",黑色139-18-00,138.0,Y,11.6,1600.8,,安健帐单
AH2601011,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2524787,Z25102-429,"小椭圆三明治网布 54""","小椭圆三明治网布 54""",黑色139-18-00,138.0,Y,11.6,1600.8,,安健帐单
AH2601011,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2600010,Z24021-042-12,"YSK055纹 单层
网布 54"";;","YSK055纹 单层
网布 54"";;",海藻蓝19-4024TPG,78.0,Y,15.5,1209.0,,安健帐单
AH2601011,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,,小缸费,小缸费,海藻蓝19-4024TPG,1.0,个,300.0,300.0,,安健帐单
AH2601012,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2600010,Z25057-263-4,"200g 小米通布 54"";;","200g 小米通布 54"";;",火红色18-1664TPG,34.0,Y,8.0,272.0,,安健帐单
AH2601012,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2600010,Z25057-264-5,"200g 小米通布 54"";;","200g 小米通布 54"";;",海藻蓝19-4024TPG,21.0,Y,8.0,168.0,,安健帐单
AH2601012,莆田安健致远鞋业限公司,2026-01-05 00:00:00,ALCPO2600010,Z24021-042-12,"200g 小米通布 54"";;","200g 小米通布 54"";;",海藻蓝19-4024TPG,24.0,Y,8.0,192.0,,安健帐单
AH2601012,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,,小缸费,小缸费,海藻蓝19-4024TPG,1.0,个,300.0,300.0,,安健帐单
AH2601013,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,Z25075-222-3,"240g DJ132 POLYPAG 单层网布 54""","240g DJ132 POLYPAG 单层网布 54""",白色109-98-01,20.0,码,6.0,120.0,,安健帐单
AH2601013,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,Z25075-223-4,"240g DJ132 POLYPAG 单层网布 54""","240g DJ132 POLYPAG 单层网布 54""",白色109-98-01,24.0,码,6.0,144.0,,安健帐单
AH2601013,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,Z25075-222-4,"240g DJ132 POLYPAG 单层网布 54""","240g DJ132 POLYPAG 单层网布 54""",白色109-98-01,19.0,码,6.0,114.0,,安健帐单
AH2601013,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,Z25075-223-5,"240g DJ132 POLYPAG 单层网布 54""","240g DJ132 POLYPAG 单层网布 54""",白色109-98-01,19.0,码,6.0,114.0,,安健帐单
AH2601013,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,Z25075-222-5,"240g DJ132 POLYPAG 单层网布 54""","240g DJ132 POLYPAG 单层网布 54""",白色109-98-01,11.0,码,6.0,66.0,,安健帐单
AH2601013,莆田安健致远鞋业限公司,2026-01-05 00:00:00,,Z25075-223-6,"240g DJ132 POLYPAG 单层网布 54""","240g DJ132 POLYPAG 单层网布 54""",白色109-98-01,11.0,码,6.0,66.0,,安健帐单
AH2601014,莆田安健致远鞋业限公司,2026-01-06 00:00:00,,Z25072-210-9,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,923.0,Y,5.2,4799.6,,安健帐单
AH2601014,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-410,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,274.0,Y,5.2,1424.8,,安健帐单
AH2601014,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-411-1,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,77.0,Y,5.2,400.4,,安健帐单
AH2601014,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-411-2,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,63.0,Y,5.2,327.6,,安健帐单
AH2601014,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-416-2,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,95.0,Y,5.2,494.0,,安健帐单
AH2601014,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-416,"佳积布 54""250g","佳积布 54""250g",黑色139-18-00,488.0,Y,5.2,2537.6,,安健帐单
AH2601015,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-421,"250g 佳积布54""","250g 佳积布54""",白色,172.0,Y,5.2,894.4,,安健帐单
AH2601015,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-420,"250g 佳积布54""","250g 佳积布54""",白色,181.0,Y,5.2,941.2,,安健帐单
AH2601015,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-420,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,139.0,Y,5.2,722.8,,安健帐单
AH2601015,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-421,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,126.0,Y,5.2,655.2,,安健帐单
AH2601015,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25072-413,"250g 佳积布54""","250g 佳积布54""",白色109-98-01,76.0,Y,5.2,395.2,,安健帐单
AH2601016,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25102-429,"菱形 350g 单层网布54""","菱形 350g 单层网布54""",黑色139-18-00,191.0,Y,12.5,2387.5,,安健帐单
AH2601016,莆田安健致远鞋业限公司,2026-01-06 00:00:00,ALCPO2524787,Z25102-428,"菱形 350g 单层网布54""","菱形 350g 单层网布54""",黑色139-18-00,191.0,Y,12.5,2387.5,,安健帐单
AH2601016,莆田安健致远鞋业限公司,2026-01-06 00:00:00,,Z25077-228-3,"260g BK-Q01单层网布 54"" 耐黄","260g BK-Q01单层网布 54"" 耐黄",白色109-98-01,294.0,Y,5.5,1617.0,,安健帐单
AH2601016,莆田安健致远鞋业限公司,2026-01-06 00:00:00,,Z25077-230-5,"260g BK-Q01单层网布 54"" 耐黄","260g BK-Q01单层网布 54"" 耐黄",白色109-98-01,273.0,Y,5.5,1501.5,,安健帐单
AH2601016,莆田安健致远鞋业限公司,2026-01-06 00:00:00,,Z25077-230-6,"260g BK-Q01单层网布 54"" 耐黄","260g BK-Q01单层网布 54"" 耐黄",白色109-98-01,19.0,Y,5.5,104.5,,安健帐单
AH2601016,莆田安健致远鞋业限公司,2026-01-06 00:00:00,,Z24013-433-6,"YS-0731 三明治网布 54""","YS-0731 三明治网布 54""",蚝蘑13-4201 TPG,2.0,Y,14.5,29.0,,安健帐单
AH2601016,莆田安健致远鞋业限公司,2026-01-06 00:00:00,,Z23041-113-20,"三明治网布 54""-","三明治网布 54""-",法橡木13-0400 TPG,3.0,Y,14.5,43.5,,安健帐单
AH2601017,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2600085,Z25093-352,"220-230g 莱卡布
54"";; -","220-230g 莱卡布
54"";; -",浅灰017-79-00,45.0,Y,9.5,427.5,,安健帐单
AH2601017,莆田安健致远鞋业限公司,2026-01-07 00:00:00,,Z25077-229-2,"K208 240g BK网布 54""","K208 240g BK网布 54""",黑色139-18-00,243.0,码,5.3,1287.9,,安健帐单
AH2601017,莆田安健致远鞋业限公司,2026-01-07 00:00:00,,Z25077-231-4,"K208 240g BK网布 54""","K208 240g BK网布 54""",黑色139-18-00,200.0,码,5.3,1060.0,,安健帐单
AH2601017,莆田安健致远鞋业限公司,2026-01-07 00:00:00,,Z25077-231-5,"K208 240g BK网布 54""","K208 240g BK网布 54""",黑色139-18-00,46.0,码,5.3,243.8,,安健帐单
AH2601017,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25101-436,"CL21056 单层网布 54""","CL21056 单层网布 54""",黑色139-18-00,84.0,Y,12.5,1050.0,,安健帐单
AH2601017,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25101-436-1,"CL21056 单层网布 54""","CL21056 单层网布 54""",黑色139-18-00,9.0,Y,12.5,112.5,,安健帐单
AH2601018,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25102-431,"WWDB0633 200g 佳积布 54""","WWDB0633 200g 佳积布 54""",红色009-39-36,95.0,Y,3.5,332.5,,安健帐单
AH2601018,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25073-427,"354纹280-290g 单层网 54"" 耐黄","354纹280-290g 单层网 54"" 耐黄",海盐色036-90-02,42.0,Y,9.0,378.0,,安健帐单
AH2601018,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25079-407,"YH M 354纹 280-290g 单层网布 54""","YH M 354纹 280-290g 单层网布 54""",米白036-90-02,26.0,Y,9.0,234.0,,安健帐单
AH2601018,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25072-421,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",白色109-98-01,74.0,Y,6.3,466.2,,安健帐单
AH2601018,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25072-420,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",白色109-98-01,83.0,Y,6.3,522.9,,安健帐单
AH2601019,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25072-410-1,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",黑色139-18-00,26.0,Y,6.3,163.8,,安健帐单
AH2601019,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25072-410,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",黑色139-18-00,55.0,Y,6.3,346.5,,安健帐单
AH2601019,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25072-419,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",黑色139-18-00,53.0,Y,6.3,333.9,,安健帐单
AH2601019,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25072-416-1,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",黑色139-18-00,25.0,Y,6.3,157.5,,安健帐单
AH2601019,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25072-416,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",黑色139-18-00,96.0,Y,6.3,604.8,,安健帐单
AH2601019,莆田安健致远鞋业限公司,2026-01-07 00:00:00,ALCPO2524787,Z25072-416-2,"D027纹 250-260g单层网布 54""","D027纹 250-260g单层网布 54""",黑色139-18-00,19.0,Y,6.3,119.7,,安健帐单
AH2601020,莆田安健致远鞋业限公司,2026-01-07 00:00:00,,Z25077-228-3,"DJ132 240g POLYPAG单层网布 54"" 耐黄","DJ132 240g POLYPAG单层网布 54"" 耐黄",白色109-98-01,105.0,码,6.0,630.0,,安健帐单
AH2601020,莆田安健致远鞋业限公司,2026-01-07 00:00:00,,Z25077-230-5,"DJ132 240g POLYPAG单层网布 54"" 耐黄","DJ132 240g POLYPAG单层网布 54"" 耐黄",白色109-98-01,93.0,码,6.0,558.0,,安健帐单
AH2601020,莆田安健致远鞋业限公司,2026-01-07 00:00:00,,Z25077-230-6,"DJ132 240g POLYPAG单层网布 54"" 耐黄","DJ132 240g POLYPAG单层网布 54"" 耐黄",白色109-98-01,7.0,码,6.0,42.0,,安健帐单
AH2601021,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-222-3,"180g 丝光布 54""","180g 丝光布 54""",白色,77.0,码,3.3,254.1,,安健帐单
AH2601021,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-223-4,"180g 丝光布 54""","180g 丝光布 54""",白色,88.0,码,3.3,290.4,,安健帐单
AH2601021,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-222-4,"180g 丝光布 54""","180g 丝光布 54""",白色,77.0,码,3.3,254.1,,安健帐单
AH2601021,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-223-5,"180g 丝光布 54""","180g 丝光布 54""",白色,69.0,码,3.3,227.7,,安健帐单
AH2601021,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-222-5,"180g 丝光布 54""","180g 丝光布 54""",白色,42.0,码,3.3,138.6,,安健帐单
AH2601021,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-223-6,"180g 丝光布 54""","180g 丝光布 54""",白色,40.0,码,3.3,132.0,,安健帐单
AH2601021,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25087-406,"200g WWDB0633网布 54""","200g WWDB0633网布 54""",海盐色036-90-02,15.0,Y,3.5,52.5,,安健帐单
AH2601021,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,,小缸费,小缸费,海盐色036-90-02,1.0,个,300.0,300.0,,安健帐单
AH2601022,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25078-409,"354纹 280-290g单层网 54"" 耐黄","354纹 280-290g单层网 54"" 耐黄",白色109-98-01,34.0,Y,9.0,306.0,,安健帐单
AH2601022,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25079-408,"354纹 280-290g单层网 54"" 耐黄","354纹 280-290g单层网 54"" 耐黄",白色109-98-01,62.0,Y,9.0,558.0,,安健帐单
AH2601022,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25073-425-1,"354纹 280-290g单层网 54"" 耐黄","354纹 280-290g单层网 54"" 耐黄",白色109-98-01,7.0,Y,9.0,63.0,,安健帐单
AH2601022,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25073-425,"354纹 280-290g单层网 54"" 耐黄","354纹 280-290g单层网 54"" 耐黄",白色109-98-01,62.0,Y,9.0,558.0,,安健帐单
AH2601022,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25073-424,"354纹 280-290g单层网 54"" 耐黄","354纹 280-290g单层网 54"" 耐黄",白色109-98-01,19.0,Y,9.0,171.0,,安健帐单
AH2601022,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25073-426-1,"354纹 280-290g单层网 54"" 耐黄","354纹 280-290g单层网 54"" 耐黄",白色109-98-01,35.0,Y,9.0,315.0,,安健帐单
AH2601022,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25073-424-1,"354纹 280-290g单层网 54"" 耐黄","354纹 280-290g单层网 54"" 耐黄",白色109-98-01,18.0,Y,9.0,162.0,,安健帐单
AH2601022,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25073-426,"354纹 280-290g单层网 54"" 耐黄","354纹 280-290g单层网 54"" 耐黄",白色109-98-01,48.0,Y,9.0,432.0,,安健帐单
AH2601023,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25077-229-2,"250g 组织布 54""","250g 组织布 54""",黑色139-18-00,126.0,Y,5.2,655.2,,安健帐单
AH2601023,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25077-231-4,"250g 组织布 54""","250g 组织布 54""",黑色139-18-00,100.0,Y,5.2,520.0,,安健帐单
AH2601023,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25077-231-5,"250g 组织布 54""","250g 组织布 54""",黑色139-18-00,24.0,Y,5.2,124.8,,安健帐单
AH2601023,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25087-406,"佳积布网布54""250G","佳积布网布54""250G",海盐色036-90-02,39.0,Y,5.2,202.8,,安健帐单
AH2601023,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,,小缸费,小缸费,海盐色036-90-02,1.0,个,300.0,300.0,,安健帐单
AH2601023,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25102-430,"YS1060 小椭圆三明治网布 54""","YS1060 小椭圆三明治网布 54""",白色109-98-01,29.0,Y,11.6,336.4,,安健帐单
AH2601023,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2600151,Z25102-430-1,"YS1060 小椭圆三明治网布 54""","YS1060 小椭圆三明治网布 54""",白色109-98-01,17.0,Y,11.6,197.2,,安健帐单
AH2601024,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25072-417,"D027纹 250-260g 单层网布54""","D027纹 250-260g 单层网布54""",胜利蓝126-21-11,49.0,Y,6.3,308.7,,安健帐单
AH2601024,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25072-412-1,"D027纹 250-260g 单层网布54""","D027纹 250-260g 单层网布54""",胜利蓝126-21-11,17.0,Y,6.3,107.1,,安健帐单
AH2601024,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25078-409,"BK 单层网布54""200G","BK 单层网布54""200G",蓝色126-34-11,109.0,Y,4.0,436.0,,安健帐单
AH2601024,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25079-408,"BK 单层网布54""200G","BK 单层网布54""200G",蓝色126-34-11,202.0,Y,4.0,808.0,,安健帐单
AH2601024,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25103-422,"BK 单层网布54""200G","BK 单层网布54""200G",蓝色126-34-11,57.0,Y,4.0,228.0,,安健帐单
AH2601024,莆田安健致远鞋业限公司,2026-01-08 00:00:00,ALCPO2524787,Z25103-423,"BK 单层网布54""200G","BK 单层网布54""200G",蓝色126-34-11,66.0,Y,4.0,264.0,,安健帐单
AH2601025,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-222-3,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",白色109-98-01,61.0,码,6.5,396.5,,安健帐单
AH2601025,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-223-4,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",白色109-98-01,64.0,码,6.5,416.0,,安健帐单
AH2601025,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-222-4,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",白色109-98-01,61.0,码,6.5,396.5,,安健帐单
AH2601025,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-223-5,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",白色109-98-01,50.0,码,6.5,325.0,,安健帐单
AH2601025,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-222-5,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",白色109-98-01,33.0,码,6.5,214.5,,安健帐单
AH2601025,莆田安健致远鞋业限公司,2026-01-08 00:00:00,,Z25075-223-6,"WX-018 260g 毛巾布 54""","WX-018 260g 毛巾布 54""",白色109-98-01,29.0,码,6.5,188.5,,安健帐单
