external_order_no,customer_name,order_date,remarks
AHJPO2556824,安恒,2025-09-13 00:00:00,"9/20收到,排25Y"
CGD20250900371,联成,2025-09-13 00:00:00,
4510221508,星昌/星联,2025-09-13 00:00:00,
AHJPO2556995,安恒,2025-09-14 00:00:00,"10/3收到,"
AHJPO2557001,安恒,2025-09-14 00:00:00,"10/3收到,排470公斤"
ALCPO2517755,安健致远,2025-09-14 00:00:00,
AHJPO2557005,安恒,2025-09-14 00:00:00,
ALCPO2518060,安健致远,2025-09-14 00:00:00,9/24收到
CGD20250900418,联成,2025-09-15 00:00:00,"9/22盛32.17,下次扣用"
4510221700,双源,2025-09-15 00:00:00,
AHJPO2557141,安恒,2025-09-16 00:00:00,
AHJPO2557164,安恒,2025-09-16 00:00:00,"10/3收到,"
4510221771,星昌/星联,2025-09-16 00:00:00,9/1订单更换色卡
ALCPO2516434,安健致远,2025-09-16 00:00:00,
AHJP02545687,越南安恒,2025-09-16 00:00:00,
AHJPO2557812,安恒,2025-09-16 00:00:00,
AHJPO2557823,安恒,2025-09-16 00:00:00,
AHJPO2557986,安恒,2025-09-17 00:00:00,扣448/435改米色前交的白色
4510221917,星昌/星联,2025-09-17 00:00:00,
4510221971,星昌/星联,2025-09-17 00:00:00,库存其他有小件
4510221979,星昌/星联,2025-09-17 00:00:00,
4510222046,星昌/星联,2025-09-17 00:00:00,9/18收到
4510222056,星昌/星联,2025-09-17 00:00:00,"同WB12589,"
ALCPO2516863,安健致远,2025-09-18 00:00:00,
4510222329,星昌/星联,2025-09-19 00:00:00,
AHJPO2558601,越南安恒,2025-09-19 00:00:00,
AHJPO2560101,越南安恒,2025-09-19 00:00:00,10/30收到
AHJPO2558602,越南安恒,2025-09-19 00:00:00,剪确认
AHJPO2558549,安恒,2025-09-19 00:00:00,扣448/435改米色前交的白色
AHJPO2558736,安恒,2025-09-20 00:00:00,
AHJPO2558739,安恒,2025-09-20 00:00:00,
4510222767,星昌/星联,2025-09-20 00:00:00,
AHJPO2558800,越南安恒,2025-09-20 00:00:00,9/20收到
AHJPO2558798,越南安恒,2025-09-20 00:00:00,
AHJPO2549877,安恒,2025-09-20 00:00:00,
6747553,KSD,2025-09-20 00:00:00,排415公斤
AHJPO2558859,安恒,2025-09-21 00:00:00,
AHJPO2558959,安恒,2025-09-22 00:00:00,
4510222935,星昌/星联,2025-09-22 00:00:00,
4510223092,星昌/星联,2025-09-22 00:00:00,
4510222926,星昌/星联,2025-09-22 00:00:00,
ALCPO2518186,安健致远,2025-09-22 00:00:00,
ALCPO2518211,安健致远,2025-09-22 00:00:00,
AHJPO2559319,安恒,2025-09-22 00:00:00,
4510223242,星昌/星联,2025-09-23 00:00:00,
4510223325,双源,2025-09-23 00:00:00,排5件
ALCPO2518265,安健致远,2025-09-23 00:00:00,
4510223499,星昌/星联,2025-09-23 00:00:00,
4510223519,星昌/星联,2025-09-23 00:00:00,排1200Y
AHJPO2559778,安恒,2025-09-23 00:00:00,
AHJPO2559781,安恒,2025-09-24 00:00:00,
ALCPO2518368,安健致远,2025-09-24 00:00:00,
FE25034-35,福恩娃,2025-09-24 00:00:00,排200公斤
FE25036-37,福恩娃,2025-09-24 00:00:00,排200公斤
AHJPO2560014,安恒,2025-09-24 00:00:00,排70公斤
4510223583,星昌/星联,2025-09-24 00:00:00,
4510223783,星昌/星联,2025-09-24 00:00:00,
4510223529,星昌/星联,2025-09-24 00:00:00,
AHJPO2560100,越南安恒,2025-09-25 00:00:00,
4510223752,星昌/星联,2025-09-25 00:00:00,
ALCPO2518622,安健致远,2025-09-25 00:00:00,
AHJPO2560127,越南安恒,2025-09-25 00:00:00,9/26收到鞋样
4510223984,双源,2025-09-25 00:00:00,
AHJPO2560084,安恒,2025-09-25 00:00:00,9/26收到
302697N,KSD,2025-09-25 00:00:00,
ALCPO2518802,安健致远,2025-09-26 00:00:00,同z25078-233单
ALCPO2518805,安健致远,2025-09-26 00:00:00,盛20几码
4510224268,双源,2025-09-26 00:00:00,
4510224437,双源,2025-09-26 00:00:00,10/3收到
AHJPO2561429,安恒,2025-09-26 00:00:00,
AHJPO2561487,安恒,2025-09-26 00:00:00,
AHJPO2561495,安恒,2025-09-26 00:00:00,
4510224651,星昌/星联,2025-09-27 00:00:00,
AHJPO2561505,安恒,2025-09-27 00:00:00,
4510224677,星昌/星联,2025-09-27 00:00:00,取消689Y
K25321/323,康硕,2025-09-27 00:00:00,9/27收到样鞋
K25322/324,康硕,2025-09-27 00:00:00,9/27收到样鞋
AHJPO2561666,安恒,2025-09-27 00:00:00,
ALCPO2519034,安健致远,2025-09-27 00:00:00,去年库存
AHJPO2561689,越南安恒,2025-09-27 00:00:00,
ALCPO2519487,安健致远,2025-09-28 00:00:00,
AHJPO2561759,安恒,2025-09-28 00:00:00,
AHJPO2561875,安恒,2025-09-28 00:00:00,
ALCPO2519052,安健致远,2025-09-28 00:00:00,
ALCPO2519040,安健致远,2025-09-28 00:00:00,
ALCPO2519523,安健致远,2025-09-29 00:00:00,
ALCPO2519527,安健致远,2025-09-29 00:00:00,9/30收到
AHJPO2561981,安恒,2025-09-29 00:00:00,欠色卡
4510224989,双源,2025-09-29 00:00:00,
4510225196,星昌/星联,2025-09-29 00:00:00,
AHJPO2562920,安恒,2025-09-29 00:00:00,
AHJPO2562945,安恒,2025-09-29 00:00:00,
ALCPO2519548,安健致远,2025-09-29 00:00:00,
4510225187,星昌/星联,2025-09-30 00:00:00,
4510225417,双源,2025-09-30 00:00:00,排50公斤
"YH25044A-1.2
BLACK",亿宁,2025-09-30 00:00:00,
"YH25044B-1.2
GREY",亿宁,2025-09-30 00:00:00,
"YH25044C-1.2
PINK",亿宁,2025-09-30 00:00:00,
K25325/326碳黑/深灰,康硕,2025-09-30 00:00:00,鞋样9/30收到
AHJPO2563839,安恒,2025-10-01 00:00:00,
AHJPO2564057,安恒,2025-10-03 00:00:00,
AHJPO2564129,安恒,2025-10-04 00:00:00,
:4510225782,星昌/星联,2025-10-04 00:00:00,
4510225967,星昌/星联,2025-10-04 00:00:00,
4510225898,双源,2025-10-04 00:00:00,
K25314,康硕,2025-10-04 00:00:00,10/4收到
K25313,康硕,2025-10-04 00:00:00,10/4收到
4510226145,双源,2025-10-05 00:00:00,9好减少数量
AHJPO2564150,安恒,2025-10-05 00:00:00,
4510226276,星昌/星联,2025-10-07 00:00:00,
AHJPO2564240,安恒,2025-10-07 00:00:00,
4510226260,星昌/星联,2025-10-07 00:00:00,
4510226487,双源,2025-10-07 00:00:00,10/3收到
AHJPO2558829,越南安恒,2025-10-07 00:00:00,
AHJPO2564234,安恒,2025-10-08 00:00:00,同25811
AHJPO2564385,安恒,2025-10-08 00:00:00,同之前
4510226631,双源,2025-10-08 00:00:00,
AHJPO2564357,安恒,2025-10-08 00:00:00,
AHJPO2564714,越南安恒,2025-10-08 00:00:00,排33Y
AHJPO2564554,安恒,2025-10-09 00:00:00,
AHJPO2564515,安恒,2025-10-09 00:00:00,
4510226923,星昌/星联,2025-10-09 00:00:00,
4510226966,星昌/星联,2025-10-10 00:00:00,
AHJPO2564702,安恒,2025-10-10 00:00:00,
AHJPO2564708,越南安恒,2025-10-10 00:00:00,
ALCPO2519989,安健致远,2025-10-10 00:00:00,
ALCPO2519937,安健致远,2025-10-10 00:00:00,
ALCPO2519951,安健致远,2025-10-10 00:00:00,
AHJPO2564885,安恒,2025-10-11 00:00:00,
AHJPO2564900,安恒,2025-10-11 00:00:00,
4510227348,星昌/星联,2025-10-11 00:00:00,
4510227322,星昌/星联,2025-10-11 00:00:00,10/14收到
4510227528,星昌/星联,2025-10-12 00:00:00,排3500Y
4510227537,星昌/星联,2025-10-12 00:00:00,
4510227547,双源,2025-10-13 00:00:00,
4510227718,星昌/星联,2025-10-13 00:00:00,
ALCPO2520157,安健致远,2025-10-13 00:00:00,扣星联退回
4510227627,双源,2025-10-13 00:00:00,
CGD20251000052,联成,2025-10-13 00:00:00,
AHJPO2565164,安恒,2025-10-14 00:00:00,
K25329碳灰/梅红,康硕,2025-10-14 00:00:00,"样鞋,50公斤"
K25330卡其/黄,康硕,2025-10-14 00:00:00,样鞋双色鞋子
K25332深灰/梅红,康硕,2025-10-14 00:00:00,样鞋50公斤
K25328碳灰高帮,康硕,2025-10-14 00:00:00,"不是208,10/15收到样鞋"
K25333碳灰高帮,康硕,2025-10-14 00:00:00,"不是208,10/15收到样鞋"
ALCPO2520164,安健致远,2025-10-13 00:00:00,
K25334深棕高帮,康硕,2025-10-15 00:00:00,"不是208,10/15收到样鞋"
4510228009,星昌/星联,2025-10-15 00:00:00,10/14收到
AHJPO2565297,安恒,2025-10-14 00:00:00,
4510228061,星昌/星联,2025-10-15 00:00:00,
4510228114,星昌/星联,2025-10-15 00:00:00,
AHJPO2566690,安恒,2025-10-16 00:00:00,"抵扣182Y,9/14发取消"
AHJPO2566749,安恒,2025-10-16 00:00:00,
4510228486,星昌/星联,2025-10-16 00:00:00,
AHJPO2566759,安恒,2025-10-16 00:00:00,
4510228576,双源,2025-10-17 00:00:00,后续更改为180g/m2
4510228806,星昌/星联,2025-10-17 00:00:00,排75公斤
4510228855,星昌/星联,2025-10-17 00:00:00,"问过,发大白"
AHJPO2566923,安恒,2025-10-17 00:00:00,
4510229037,双源,2025-10-18 00:00:00,后续更改为180g/m2
AHJPO2566959,安恒,2025-10-18 00:00:00,
AHJPO2566954,安恒,2025-10-18 00:00:00,
AHJPO2566920,安恒,2025-10-18 00:00:00,
4510228932,星昌/星联,2025-10-18 00:00:00,
AHJPO2567249,安恒,2025-10-18 00:00:00,10/28收到
AHJPO2567226,越南安恒,2025-10-18 00:00:00,
AHJPO2567300,安恒,2025-10-19 00:00:00,
4510229167,星昌/星联,2025-10-20 00:00:00,"问过,发大白"
AHJPO2567375,越南安恒,2025-10-20 00:00:00,
AHJPO2567402,越南安恒,2025-10-20 00:00:00,发安恒
4510223219,星昌/星联,2025-10-20 00:00:00,
AHJPO2567456,安恒,2025-10-20 00:00:00,
4510229314,星昌/星联,2025-10-20 00:00:00,
AHJPO2567393,安恒,2025-10-21 00:00:00,排1件
AHJPO2567294,安恒,2025-10-21 00:00:00,
4510229360,星昌/星联,2025-10-21 00:00:00,
4510229380,星昌/星联,2025-10-21 00:00:00,10/28收到排1400Y
AHJPO2567484,安恒,2025-10-21 00:00:00,
4510229509,星昌/星联,2025-10-22 00:00:00,
ALCPO2520472,安健致远,2025-10-21 00:00:00,
ALCPO2520480,安健致远,2025-10-21 00:00:00,扣KSD库存
ALCPO2520491,安健致远,2025-10-22 00:00:00,"10/23对鞋子,寄大白"
4510229530,星昌/星联,2025-10-22 00:00:00,27排1.5米宽
4510229584,双源,2025-10-22 00:00:00,
25052C-1,福盛和,2025-10-22 00:00:00,排60Y
25026A-4,福盛和,2025-10-22 00:00:00,剪确认
25026B-6,福盛和,2025-10-22 00:00:00,剪确认
ALCPO2520503,安健致远,2025-10-22 00:00:00,
AHJPO2567810,安恒,2025-10-23 00:00:00,
ALCPO2520525,安健致远,2025-10-23 00:00:00,排100Y同棉花色
ALCPO2520532,安健致远,2025-10-23 00:00:00,排125Y
4510230063,星昌/星联,2025-10-23 00:00:00,
AHJPO2568165,安恒,2025-10-24 00:00:00,
4510230452,星昌/星联,2025-10-24 00:00:00,
AHJPO2568247,安恒,2025-10-24 00:00:00,
ALCPO2520683,安健致远,2025-10-25 00:00:00,10/26收到
AHJPO2568318,安恒,2025-10-25 00:00:00,
AHJPO2568295,安恒,2025-10-25 00:00:00,
AHJPO2568320,安恒,2025-10-25 00:00:00,
AHJPO2568393,安恒,2025-10-27 00:00:00,
4510230807,双源,2025-10-27 00:00:00,10/29收到
4510230883,星昌/星联,2025-10-27 00:00:00,
4510230832,星昌/星联,2025-10-27 00:00:00,
AHJPO2568434,安恒,2025-10-27 00:00:00,
303726L,KSD,2025-10-28 00:00:00,
AHJPO2568355,安恒,2025-10-29 00:00:00,
AHJPO2568572,安恒,2025-10-29 00:00:00,
AHJPO2568558,安恒,2025-10-29 00:00:00,
AHJPO2568955,安恒,2025-10-29 00:00:00,
4510229868,星昌/星联,2025-10-29 00:00:00,
AHJPO2568852,安恒,2025-10-29 00:00:00,
AHJPO2568851,安恒,2025-10-29 00:00:00,
AHJPO2568871,安恒,2025-10-29 00:00:00,"染25公斤,回修"
AHJPO2568874,安恒,2025-10-29 00:00:00,
AHJPO2568924,安恒,2025-10-30 00:00:00,
AHJPO2568927,安恒,2025-10-30 00:00:00,
4510231675,星昌/星联,2025-10-30 00:00:00,
K-25331卡其/兰低帮女,康硕,2025-10-30 00:00:00,10/30收到
AHJPO2569004,安恒,2025-10-30 00:00:00,
4510231693,星昌/星联,2025-10-30 00:00:00,
AHJPO2569629,安恒,2025-10-30 00:00:00,
4510231957,星昌/星联,2025-10-30 00:00:00,
4510232038,星昌/星联,2025-10-31 00:00:00,11/1收到确认OK扣双源
4510232134,双源,2025-10-31 00:00:00,
AHJPO2569655,安恒,2025-10-31 00:00:00,
4510232442,星昌/星联,2025-11-01 00:00:00,
4510232495,双源,2025-11-01 00:00:00,
4510232501,双源,2025-11-01 00:00:00,
4510232546,双源,2025-11-01 00:00:00,排100公斤
ALCPO2520877,安健致远,2025-11-01 00:00:00,
ALCPO2520868,安健致远,2025-11-01 00:00:00,
AHJPO2570244,安恒,2025-11-01 00:00:00,
4510232731,星昌/星联,2025-11-01 00:00:00,
ALCPO2520923,安健致远,2025-11-01 00:00:00,11/2收到剪确认
AHJPO2570320,安恒,2025-11-02 00:00:00,
AHJPO2570313,安恒,2025-11-02 00:00:00,
4510232875,双源,2025-11-03 00:00:00,11/9收到确认OK
ALCPO2520950,安健致远,2025-11-03 00:00:00,11/4收到剪确认
AHJPO2570391,安恒,2025-11-03 00:00:00,
4510220608,星昌/星联,2025-11-04 00:00:00,
4510211719,星昌/星联,2025-11-04 00:00:00,
4510232929,星昌/星联,2025-11-04 00:00:00,
4510233199,星昌/星联,2025-11-04 00:00:00,
4510233207,双源,2025-11-04 00:00:00,
FE25043-1-3,福恩娃,2025-11-05 00:00:00,"双锦,排30Y"
AHJPO2573406,安恒,2025-11-14 00:00:00,
FE25040-1-4,福恩娃,2025-11-07 00:00:00,
ALCPO2521218,安健致远,2025-11-07 00:00:00,
ALCPO2521243,安健致远,2025-11-07 00:00:00,
ALCPO2521228,安健致远,2025-11-07 00:00:00,
AHJPO2570809,安恒,2025-11-07 00:00:00,排100公斤
AHJPO2570642,安恒,2025-11-07 00:00:00,
AHJPO2570770,安恒,2025-11-07 00:00:00,
4510234030,星昌/星联,2025-11-07 00:00:00,扣染色不均
4510224614,星昌/星联,2025-11-07 00:00:00,"订单1292他们仓库扣455,只发837"
AHJPO2570907,安恒,2025-11-07 00:00:00,
AHJPO2571267,安恒,2025-11-07 00:00:00,
AHJPO2571245,安恒,2025-11-07 00:00:00,
AHJPO2571380,安恒,2025-11-07 00:00:00,
AHJPO2570606,安恒,2025-11-07 00:00:00,
AHJPO2570632,安恒,2025-11-07 00:00:00,预告转正式
AHJPO2570746,安恒,2025-11-07 00:00:00,
AHJPO2570637,安恒,2025-11-07 00:00:00,预告转正式
AHJPO2570643,安恒,2025-11-07 00:00:00,预告转正式
AHJPO2570655,安恒,2025-11-07 00:00:00,不够余100左右排70公斤
AHJPO2570704,安恒,2025-11-07 00:00:00,预告转正式
AHJPO2570709,安恒,2025-11-07 00:00:00,
AHJPO2570718,安恒,2025-11-07 00:00:00,
AHJPO2570757,安恒,2025-11-08 00:00:00,
AHJPO2570801,安恒,2025-11-08 00:00:00,
AHJPO2570824,安恒,2025-11-08 00:00:00,补单
AHJPO2571224,安恒,2025-11-08 00:00:00,
AHJPO2571255,安恒,2025-11-08 00:00:00,"排210公斤,对原样染出来颜色不行修色,但补数的18Y不修先发"
AHJPO2571375,安恒,2025-11-08 00:00:00,预告转正式
AHJPO2570927,安恒,2025-11-08 00:00:00,
AHJPO2571355,安恒,2025-11-08 00:00:00,预告转正式
AHJPO2571361,安恒,2025-11-08 00:00:00,预告转正式
AHJPO2571602,安恒,2025-11-08 00:00:00,
FE25041-1-3,福恩娃,2025-11-08 00:00:00,11/7收到
FFE25041-1-4,福恩娃,2025-11-08 00:00:00,11/7收到
AHJPO2571983,安恒,2025-11-09 00:00:00,"9/17收到,11/18排75KG"
AHJPO2572028,安恒,2025-11-09 00:00:00,
AHJPO2572011,安恒,2025-11-09 00:00:00,
4510234382,星昌/星联,2025-11-10 00:00:00,库存还有但不够
ALCPO2521411,安健致远,2025-11-10 00:00:00,
ALCPO2521451,安健致远,2025-11-10 00:00:00,
ALCPO2521501,安健致远,2025-11-10 00:00:00,
AHJPO2572526,安恒,2025-11-11 00:00:00,
AHJPO2572511,安恒,2025-11-11 00:00:00,
AHJPO2572588,安恒,2025-11-11 00:00:00,
4510234413,星昌/星联,2025-11-11 00:00:00,
AHJPO2572549,安恒,2025-11-11 00:00:00,
AHJPO2572591,安恒,2025-11-11 00:00:00,
ALCPO2518089,安健致远,2025-11-11 00:00:00,
AHJPO2572648,安恒,2025-11-11 00:00:00,
ALCPO2521578,安健致远,2025-11-12 00:00:00,剪确认
ALCPO2521628,安健致远,2025-11-12 00:00:00,剪确认
ALCPO2521635,安健致远,2025-11-12 00:00:00,排2件13排
4510235123,双源,2025-11-12 00:00:00,
AHJPO2572756,安恒,2025-11-12 00:00:00,
AHJPO2572735,安恒,2025-11-12 00:00:00,
AHJPO2572875,安恒,2025-11-12 00:00:00,
ALCPO2521641,安健致远,2025-11-12 00:00:00,剪确认
4510226448,星昌/星联,2025-11-13 00:00:00,
4510218757,星昌/星联,2025-11-13 00:00:00,
AHJPO2572981,安恒,2025-11-13 00:00:00,
AHJPO2573158,安恒,2025-11-13 00:00:00,
ALCPO2521682,安健致远,2025-11-13 00:00:00,"11/14收到色卡,排75KG"
AHJPO2573173,安恒,2025-11-13 00:00:00,"重开货单给安恒,货已送安健"
AHJPO2573234,安恒,2025-11-13 00:00:00,
4510235449,星昌/星联,2025-11-14 00:00:00,11/14收到色卡
ALCPO2521692,安健致远,2025-11-14 00:00:00,
4510235723,双源,2025-11-14 00:00:00,扣库11/18
FE25044,福恩娃,2025-11-14 00:00:00,
AHJPO2573393,越南安恒,2025-11-14 00:00:00,扣库5Y左右
AHJPO2573512,安恒,2025-11-14 00:00:00,排160KG
4510236171,星昌/星联,2025-11-15 00:00:00,
AHJPO2573677,安恒,2025-11-15 00:00:00,11/16收到色卡剪确认
AHJPO2573685,安恒,2025-11-15 00:00:00,
ALCPO2522162,安健致远,2025-11-15 00:00:00,
ALCPO2522207,安健致远,2025-11-15 00:00:00,11/16收到色卡75KG
AHJPO2573710,安恒,2025-11-17 00:00:00,
ALCPO2522234,安健致远,2025-11-17 00:00:00,
4510236445,星昌/星联,2025-11-17 00:00:00,排1件27.7KG
AHJPO2574895,安恒,2025-11-18 00:00:00,
ALCPO2520713,安健致远,2025-11-18 00:00:00,
AHJPO2574925,安恒,2025-11-18 00:00:00,
AHJPO2574929,安恒,2025-11-18 00:00:00,
4510236725,星昌/星联,2025-11-18 00:00:00,排1400Y
ALCPO2522288,安健致远,2025-11-18 00:00:00,寄确认11/19
AHJPO2574939,安恒,2025-11-18 00:00:00,11/19收到色卡排36KG
ALCPO2522315,安健致远,2025-11-19 00:00:00,
4510237108,星昌/星联,2025-11-19 00:00:00,排1650Y
4510237135,星昌/星联,2025-11-19 00:00:00,
4510237454,星昌/星联,2025-11-20 00:00:00,
AHJPO2575319,越南安恒,2025-11-21 00:00:00,
4510237599,双源,2025-11-21 00:00:00,此单开始改180平方克
AHJPO2575307,安恒,2025-11-21 00:00:00,
ALCPO2522347,安健致远,2025-11-21 00:00:00,
FE25045-1-3,福恩娃,2025-11-21 00:00:00,
4510237831,星昌/星联,2025-11-22 00:00:00,
AHJPO2575386,安恒,2025-11-22 00:00:00,
AHJPO2575593,安恒,2025-11-22 00:00:00,实发5Y
YX2554-1,盈兴,2025-11-23 00:00:00,11/24收到色卡
YX2554-2,盈兴,2025-11-23 00:00:00,11/24收到色卡
YX2554-3,盈兴,2025-11-23 00:00:00,11/24收到色卡排35KG
ALCPO2522397,安健致远,2025-11-23 00:00:00,"原样,2号排鑫茂300米颜色不行没要"
ALCPO2522479,安健致远,2025-11-24 00:00:00,
ALCPO2522495,安健致远,2025-11-24 00:00:00,库存坯布62KG全排完
ALCPO2522499,安健致远,2025-11-24 00:00:00,
4510238455,星昌/星联,2025-11-25 00:00:00,
4510238497,双源,2025-11-25 00:00:00,自己做耐黄
HXHS-251120-02,恒鑫,2025-11-26 00:00:00,排15件
4510238643,星昌/星联,2025-11-26 00:00:00,
AHJPO2576336,安恒,2025-11-26 00:00:00,
4510238829,星昌/星联,2025-11-27 00:00:00,
AHJPO2576375,安恒,2025-11-27 00:00:00,
AHJPO2576505,安恒,2025-11-27 00:00:00,
AHJPO2576620,安恒,2025-11-27 00:00:00,
ALCPO2522806,安健致远,2025-11-27 00:00:00,
AHJPO2576982,安恒,2025-11-27 00:00:00,"11/29收到,剪确认"
AHJPO2577127,安恒,2025-11-27 00:00:00,11/29收到
4510238868,星昌/星联,2025-11-28 00:00:00,
ALCPO2522890,安健致远,2025-11-28 00:00:00,
HXTX-202510(尼龙布),恒鑫,2025-11-28 00:00:00,
AHJPO2577136,安恒,2025-11-28 00:00:00,排100公斤
AHJPO2577274,安恒,2025-11-28 00:00:00,
17358LR,KSD,2025-11-27 00:00:00,排720Y
AHJPO2577299,安恒,2025-11-28 00:00:00,
4510239359,星昌/星联,2025-11-29 00:00:00,
AHJP02551633,安恒,2025-11-29 00:00:00,
ALCPO2522985,安健致远,2025-11-29 00:00:00,欠色卡剪本白确认
4510239491,星昌/星联,2025-11-29 00:00:00,11/30收到
4510239540,星昌/星联,2025-11-29 00:00:00,
ALCPO2522957,安健致远,2025-11-29 00:00:00,
AHJPO2577483,安恒,2025-11-30 00:00:00,
K26003,康硕,2025-11-30 00:00:00,排60Y
K-26004,康硕,2025-11-30 00:00:00,排28公斤
AHJPO2577725,安恒,2025-11-30 00:00:00,12/4收到排75公斤
AHJPO2577351,安恒,2025-11-30 00:00:00,欠色卡
4510239893,星昌/星联,2025-12-02 00:00:00,
4100175L,KSD,2025-12-02 00:00:00,送复合厂海尾
AHJPO2577767,安恒,2025-12-03 00:00:00,
AHJPO2577824,越南安恒,2025-12-03 00:00:00,
K26001黑/棕,康硕,2025-12-03 00:00:00,"剪双辉确认,12/4收到"
K26002黑/棕,康硕,2025-12-03 00:00:00,剪双辉确认
通用,康硕,2025-12-03 00:00:00,剪双辉确认
ALCPO2523299,安健致远,2025-12-04 00:00:00,
ALCPO2523329,安健致远,2025-12-04 00:00:00,剪确认
4510240584,双源,2025-12-04 00:00:00,
K26009/26011,康硕,2025-12-04 00:00:00,"同大货K25260/25265粉红,排90Y"
K26010,康硕,2025-12-04 00:00:00,同大货25261/25263
K26012,康硕,2025-12-04 00:00:00,"同25266深灰,排60Y"
26018灰绿,康硕,2025-12-04 00:00:00,12/6收
K26019深卡其,康硕,2025-12-04 00:00:00,12/6收到
K26009深灰/粉红,康硕,2025-12-04 00:00:00,"同大货25260/265/261/266深灰,160公斤"
K26010深灰/桔色,康硕,2025-12-04 00:00:00,同大货25260/265/261/266深灰
K26011深灰/粉红,康硕,2025-12-04 00:00:00,同大货25260/265/261/266深灰
K26012深灰/桔色,康硕,2025-12-04 00:00:00,同大货25260/265/261/266深灰
4510240654,星昌/星联,2025-12-04 00:00:00,
ALCPO2523345,安健致远,2025-12-05 00:00:00,"12/6收到,排100公斤"
K26005,康硕,2025-12-06 00:00:00,
ALCPO2523353,安健致远,2025-12-06 00:00:00,
AHJPO2578904,安恒,2025-12-06 00:00:00,
4510240972,星昌/星联,2025-12-06 00:00:00,
AHJPO2578420,安恒,2025-12-06 00:00:00,
K26008,康硕,2025-12-06 00:00:00,剪尚好确认
ALCPO2523290,安健致远,2025-12-06 00:00:00,"12/4收到,排220Y"
K26014,康硕,2025-12-06 00:00:00,12/7收到
4510241084,星昌/星联,2025-12-07 00:00:00,
4510241138,星昌/星联,2025-12-08 00:00:00,排100公斤
4510215774,星昌/星联,2025-12-08 00:00:00,
AHJPO2579045,安恒,2025-12-09 00:00:00,
ALCPO2523406,安健致远,2025-12-09 00:00:00,
FE2531,福恩娃,2025-12-09 00:00:00,
AHJPO2579058,安恒,2025-12-09 00:00:00,12/16收到样鞋对鞋垫
ALCPO2523474,安健致远,2025-12-10 00:00:00,
AHJPO2579133,安恒,2025-12-10 00:00:00,
4510241926,双源,2025-12-11 00:00:00,
4510242017,星昌/星联,2025-12-11 00:00:00,
ALCPO2523822,安健致远,2025-12-11 00:00:00,12/12收到
ALCPO2523817,安健致远,2025-12-11 00:00:00,
AHJPO2579187,安恒,2025-12-12 00:00:00,
FE25044补单,福恩娃,2025-12-12 00:00:00,
25026A-5,福盛和,2025-12-12 00:00:00,剪确认
ALCPO2523867,安健致远,2025-12-12 00:00:00,
4510244895,双源,2025-12-12 00:00:00,"12/13收到,22更改订单数量"
AHJPO2579571,安恒,2025-12-13 00:00:00,
ZFY251201-2,恒鑫,2025-12-13 00:00:00,同L262UF223-1
HXLEE-251215-6,恒鑫,2025-12-13 00:00:00,"欠色卡,剪确认"
ALCPO2524097,安健致远,2025-12-13 00:00:00,
K26030黑,康硕,2025-12-15 00:00:00,"排150公斤,12/15收到样鞋"
AHJPO2579751,安恒,2025-12-15 00:00:00,库存55Y
4510242836,双源,2025-12-15 00:00:00,
YX2560-1,盈兴,2025-12-15 00:00:00,"12/15收到,剪确认"
YX2560-2,盈兴,2025-12-15 00:00:00,"12/15收到,"
YX2560-3,盈兴,2025-12-15 00:00:00,"12/15收到,"
AHJPO2579878,安恒,2025-12-15 00:00:00,
K26055,康硕,2025-12-16 00:00:00,排35公斤
ALCPO2524187,安健致远,2025-12-16 00:00:00,12/17收到
4510243116,双源,2025-12-17 00:00:00,排100公斤
4510243202,双源,2025-12-17 00:00:00,"12/18收到,排12.5"
AHJP02579914,越南安恒,2025-12-17 00:00:00,
HXLEE-251218-2,恒鑫,2025-12-18 00:00:00,
4510243424,双源,2025-12-18 00:00:00,12/19收到
4510243479,星昌/星联,2025-12-18 00:00:00,
K26033黑,康硕,2025-12-19 00:00:00,剪库存先确认12/13收到样鞋
K26034A,康硕,2025-12-19 00:00:00,12/13收到样鞋
K26034B,康硕,2025-12-19 00:00:00,12/13收到样鞋
K26034C,康硕,2025-12-19 00:00:00,12/13收到样鞋
K26035,康硕,2025-12-19 00:00:00,12/13收到样鞋
K26036,康硕,2025-12-19 00:00:00,12/13收到样鞋
ALCPO2524385,安健致远,2025-12-19 00:00:00,
4510243669,双源,2025-12-19 00:00:00,
4510243788,星昌/星联,2025-12-19 00:00:00,
4510243488,星昌/星联,2025-12-19 00:00:00,
K26056A黑碳灰同25298,康硕,2025-12-19 00:00:00,"12/20收到样鞋,修色"
K26056B黑碳灰同25298,康硕,2025-12-19 00:00:00,12/20收到样鞋
K26056C黑碳灰同25298,康硕,2025-12-19 00:00:00,12/20收到样鞋
K26056D黑碳灰同25298,康硕,2025-12-19 00:00:00,12/20收到样鞋
4510243924,双源,2025-12-19 00:00:00,
4510242079,星昌/星联,2025-12-19 00:00:00,
补数26047,康硕,2025-12-19 00:00:00,排20Y
4510244084,星昌/星联,2025-12-20 00:00:00,
AHJPO2580040,安恒,2025-12-20 00:00:00,
4510244226,星昌/星联,2025-12-20 00:00:00,
4510244288,星昌/星联,2025-12-20 00:00:00,
4510244450,双源,2025-12-22 00:00:00,
AHJPO2580188,越南安恒,2025-12-22 00:00:00,"排90Y,对原版"
AHJPO2580300,越南安恒,2025-12-12 00:00:00,
ALCPO2524424,安健致远,2025-12-23 00:00:00,1/4收到，剪本白确认
