泉州阳硕鞋材有限公司,,,,,,,,,,,300码以下记得开小缸费 牛津布1000Y以下开染费 帆布500Y以下开染费,,,
送 货 单,,,,,,,,,,,,,,
收货单位：安迪星（福建）体育用品有限责任公司,,,,,,NO.：,FLDH260202,,,,,,,
地址：福州市马尾区亭江镇万洋众创城A07栋,,,,,,送货日期：,2026-02-03 00:00:00,,,,,,,
采购单号,指令,型体,物料编号,刀模,材料名称,颜色,数量,单位,支数,,送货单号,送货日期,物流信息,
PA251217013,K250003,372B5RW-A2S,C0300155,KS-26102K,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,32.7,码,,0,FLDH260130,2026-01-12 00:00:00,,
PA251217013,K250003,372B5RW-A2S,C0300155,KS-26102K,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,预补数,FLDH260130,2026-01-12 00:00:00,,
PA251217013,K250004,342B8BW-A3T,C0300155,KS-26102W,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,47,码,,0,FLDH260130,2026-01-12 00:00:00,,
PA251217013,K250004,342B8BW-A3T,C0300155,KS-26102W,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.2,码,,预补数,FLDH260130,2026-01-12 00:00:00,,
PA251219135,K250005,322J48W-A00,C0300155,AS26102T-1,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,8.6,码,,0,FLDH260130,2026-01-12 00:00:00,,
PA251219135,K250005,322J48W-A00,C0300155,AS26102T-1,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,预补数,FLDH260130,2026-01-12 00:00:00,,
PA251219135,K250006,332I23W-A01,C0300155,AS26102K-3,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,25.8,码,,0,FLDH260130,2026-01-12 00:00:00,,
PA251219135,K250006,332I23W-A01,C0300155,AS26102K-3,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,预补数,FLDH260130,2026-01-12 00:00:00,,
PA251219135,K250008,372J37W-A00,C0300155,AS26102K-1,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,7.3,码,,0,FLDH260130,2026-01-12 00:00:00,,
PA251219135,K250008,372J37W-A00,C0300155,AS26102K-1,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,预补数,FLDH260130,2026-01-12 00:00:00,,
PA251227027,PPS0001,322J48W-A00,C0300155,AS26011T-A,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,0,FLDH260131,2026-01-12 00:00:00,,
PA251227027,PPS0003,332I23W-A01,C0300155,AS26011K-C,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,0,FLDH260131,2026-01-12 00:00:00,,
PA251227027,PPS0004,342B8BW-A3T,C0300155,AS26011W,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,0,FLDH260131,2026-01-12 00:00:00,,
PA251227027,PPS0010,372B5RW-A2S,C0300155,AS26011K,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.1,码,,0,FLDH260131,2026-01-12 00:00:00,,
PA251227027,PPS0011,372J37W-A00,C0300155,AS26011K-A,"600D尼龙牛津布上防脱纱58""",米白11-4801TPG,0.6,码,1,0,FLDH260131,2026-01-12 00:00:00,,
,,,,,小缸费,米白11-4801TPG,1,个,,,FLDH260131,2026-01-12 00:00:00,,
PA260110032,K260006,382J5LW-A02,C0501825,AS26001M,"DJ132单层网布240g 54""",109-98-01白,1.8,码,1,0,FLDH260132,2026-01-12 00:00:00,,
PA260110032,K260006,382J5LW-A02,C0501825,AS26001M,"DJ132单层网布240g 54""",109-98-01白,0.2,码,,预补数,FLDH260132,2026-01-12 00:00:00,,
PA260110032,K260008,382K77W-A02,C0501825,AS26002M,"DJ132单层网布240g 54""",109-98-01白,0.8,码,,0,FLDH260132,2026-01-12 00:00:00,,
PA260110032,K260008,382K77W-A02,C0501825,AS26002M,"DJ132单层网布240g 54""",109-98-01白,0.2,码,,预补数,FLDH260132,2026-01-12 00:00:00,,
PA251227027,PPS0016,382M31W-A01,C0504094,AS26004M,"K328单层网布240g 54""",红色18-1651TPG,1,码,1,0,FLDH260133,2026-01-12 00:00:00,,
PA251227026,K250030,382M31W-A01,C0504094,AS26004M,"K328单层网布240g 54""",红色18-1651TPG,7.7,码,,0,FLDH260133,2026-01-12 00:00:00,,
PA251227026,K250030,382M31W-A01,C0504094,AS26004M,"K328单层网布240g 54""",红色18-1651TPG,0.3,码,,预补数,FLDH260133,2026-01-12 00:00:00,,
,,实发14Y,,,小缸费,红色18-1651TPG,1,个,,,FLDH260133,2026-01-12 00:00:00,,
PA251227027,PPS0031,382M3BW-A01,C0504638,AS26006K,"K328单层网布240g 54""",红色18-1550TPG,1,码,1,0,FLDH260134,2026-01-12 00:00:00,,
PA251227026,K250064,382M3BW-A01,C0504638,AS26006K,"K328单层网布240g 54""",红色18-1550TPG,7.7,码,,0,FLDH260134,2026-01-12 00:00:00,,
PA251227026,K250064,382M3BW-A01,C0504638,AS26006K,"K328单层网布240g 54""",红色18-1550TPG,0.3,码,,预补数,FLDH260134,2026-01-12 00:00:00,,
,,,,,小缸费,红色18-1550TPG,1,个,,,FLDH260134,2026-01-12 00:00:00,,
PA251227027,PPS0007,372B5RW-A0H,C0504091,AS26011K,"K106单层网布180g 54""",139-18-00黑色,1,码,1,0,FLDH260135,2026-01-12 00:00:00,,
PA251227026,K250009,372B5RW-A0H,C0504091,AS26011K,"K106单层网布180g 54""",139-18-00黑色,0.8,码,,0,FLDH260135,2026-01-12 00:00:00,,
PA251227026,K250009,372B5RW-A0H,C0504091,AS26011K,"K106单层网布180g 54""",139-18-00黑色,0.2,码,,预补数,FLDH260135,2026-01-12 00:00:00,实发4Y,
PA251227027,PPS0009,372B5RW-A2Q,C0504301,AS26011K,"K106单层网布180g 54""",黄色13-1105TPG,1,码,1,0,FLDH260136,2026-01-12 00:00:00,,
PA251227026,K250011,372B5RW-A2Q,C0504301,AS26011K,"K106单层网布180g 54""",黄色13-1105TPG,0.8,码,,0,FLDH260136,2026-01-12 00:00:00,,
PA251227026,K250011,372B5RW-A2Q,C0504301,AS26011K,"K106单层网布180g 54""",黄色13-1105TPG,0.2,码,,预补数,FLDH260136,2026-01-12 00:00:00,,
,,实发5Y,,,小缸费,黄色13-1105TPG,1,个,,,FLDH260136,2026-01-12 00:00:00,,
PA251217013,K250003,372B5RW-A2S,C0504146,KS-26102K,"K106单层网布180g 54""",米白11-4801TPG,110.6,码,4,0,FLDH260137,2026-01-12 00:00:00,,
PA251217013,K250003,372B5RW-A2S,C0504146,KS-26102K,"K106单层网布180g 54""",米白11-4801TPG,0.4,码,,预补数,FLDH260137,2026-01-12 00:00:00,,
PA251217013,K250004,342B8BW-A3T,C0504146,KS-26102W,"K106单层网布180g 54""",米白11-4801TPG,156.4,码,,0,FLDH260137,2026-01-12 00:00:00,,
PA251217013,K250004,342B8BW-A3T,C0504146,KS-26102W,"K106单层网布180g 54""",米白11-4801TPG,0.6,码,,预补数,FLDH260137,2026-01-12 00:00:00,,
PA251219135,K250005,322J48W-A00,C0504146,AS26102T-1,"K106单层网布180g 54""",米白11-4801TPG,26.9,码,,0,FLDH260137,2026-01-12 00:00:00,,
PA251219135,K250005,322J48W-A00,C0504146,AS26102T-1,"K106单层网布180g 54""",米白11-4801TPG,0.3,码,,预补数,FLDH260137,2026-01-12 00:00:00,,
PA251219135,K250006,332I23W-A01,C0504146,AS26102K-3,"K106单层网布180g 54""",米白11-4801TPG,84.3,码,,0,FLDH260137,2026-01-12 00:00:00,,
PA251219135,K250006,332I23W-A01,C0504146,AS26102K-3,"K106单层网布180g 54""",米白11-4801TPG,0.3,码,,预补数,FLDH260137,2026-01-12 00:00:00,,
PA251219135,K250008,372J37W-A00,C0504146,AS26102K-1,"K106单层网布180g 54""",米白11-4801TPG,24.9,码,,0,FLDH260137,2026-01-12 00:00:00,,
PA251219135,K250008,372J37W-A00,C0504146,AS26102K-1,"K106单层网布180g 54""",米白11-4801TPG,0.3,码,,预补数,FLDH260137,2026-01-12 00:00:00,,
PA251227027,PPS0001,322J48W-A00,C0504146,AS26011T-A,"K106单层网布180g 54""",米白11-4801TPG,0.2,码,,0,FLDH260138,2026-01-12 00:00:00,,
PA251227027,PPS0003,332I23W-A01,C0504146,AS26011K-C,"K106单层网布180g 54""",米白11-4801TPG,0.3,码,,0,FLDH260138,2026-01-12 00:00:00,,
PA251227027,PPS0004,342B8BW-A3T,C0504146,AS26011W,"K106单层网布180g 54""",米白11-4801TPG,0.3,码,,0,FLDH260138,2026-01-12 00:00:00,,
PA251227027,PPS0010,372B5RW-A2S,C0504146,AS26011K,"K106单层网布180g 54""",米白11-4801TPG,0.3,码,,0,FLDH260138,2026-01-12 00:00:00,,
PA251227027,PPS0011,372J37W-A00,C0504146,AS26011K-A,"K106单层网布180g 54""",米白11-4801TPG,0.9,码,,0,FLDH260138,2026-01-12 00:00:00,132+100+93+82=407,
PA251227027,PPS0009,372B5RW-A2Q,C0300164,AS26011K,"600D尼龙牛津布上防脱纱58""",黄色13-1105TPG,1,码,1,0,FLDH260139,2026-01-12 00:00:00,,
PA251227026,K250011,372B5RW-A2Q,C0300164,AS26011K,"600D尼龙牛津布上防脱纱58""",黄色13-1105TPG,0.9,码,,0,FLDH260139,2026-01-12 00:00:00,,
PA251227026,K250011,372B5RW-A2Q,C0300164,AS26011K,"600D尼龙牛津布上防脱纱58""",黄色13-1105TPG,0.1,码,,预补数,FLDH260139,2026-01-12 00:00:00,,
,,,,,小缸费,黄色13-1105TPG,1,个,,,FLDH260139,2026-01-12 00:00:00,,
PA260104016,JF260003,J669KA-06KBC-C0617,C0504667,JF26605C,"DJ132单层网布240g 54""",18-2133TPG红,19.8,码,1,0,FLDH260140,2026-01-12 00:00:00,,
PA260104016,JF260003,J669KA-06KBC-C0617,C0504667,JF26605C,"DJ132单层网布240g 54""",18-2133TPG红,0.2,码,,预补数,FLDH260140,2026-01-12 00:00:00,,
,,实发24Y,,,小缸费,18-2133TPG红,1,个,,,FLDH260140,2026-01-12 00:00:00,,
PA260104016,JF260004,J669KA-06KBC-C3BE8,C0504670,JF26605C,"DJ132单层网布240g 54""",16-4414TPG蓝,19.8,码,1,0,FLDH260141,2026-01-12 00:00:00,,
PA260104016,JF260004,J669KA-06KBC-C3BE8,C0504670,JF26605C,"DJ132单层网布240g 54""",16-4414TPG蓝,0.2,码,,预补数,FLDH260141,2026-01-12 00:00:00,,
,,实发24Y,,,小缸费,16-4414TPG蓝,1,个,,,FLDH260141,2026-01-12 00:00:00,共43件，发鑫速达33件送货上门,
PA251227027,PPS0012,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,1,0,FLDH260142,2026-01-16 00:00:00,,
PA251227027,PPS0013,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.9,码,,0,FLDH260142,2026-01-16 00:00:00,,
PA251227027,PPS0012,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,1,码,1,0,FLDH260142,2026-01-16 00:00:00,,
PA251227027,PPS0006,362B4GW-A36,C0504601,AS26011W-A,"K106单层网布180g 54""",灰色13-4104TPG,1,码,1,0,FLDH260142,2026-01-16 00:00:00,,
PA251227026,K250081,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250081,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250082,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,0,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250082,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250083,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.9,码,,0,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250083,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250084,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,0,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250084,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250085,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250085,342B5EW-A00,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260143,2026-01-16 00:00:00,,
PA251227026,K250086,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260144,2026-01-16 00:00:00,,
PA251227026,K250086,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260144,2026-01-16 00:00:00,,
PA251227026,K250087,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,0,FLDH260144,2026-01-16 00:00:00,,
PA251227026,K250087,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260144,2026-01-16 00:00:00,,
PA251227026,K250088,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.5,码,,0,FLDH260144,2026-01-16 00:00:00,,
PA251227026,K250088,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260144,2026-01-16 00:00:00,,
PA251227026,K250089,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,0,FLDH260144,2026-01-16 00:00:00,,
PA251227026,K250089,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260144,2026-01-16 00:00:00,,
PA251227026,K250090,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260144,2026-01-16 00:00:00,,
PA251227026,K250090,342B5EW-A02,B0301440,AS26009M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260144,2026-01-16 00:00:00,,
PA251230004,K250093,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250093,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250094,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,0,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250094,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250095,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250095,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250096,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1,码,,0,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250096,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250097,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1.8,码,,0,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250097,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260145,2026-01-16 00:00:00,,
PA251230004,K250098,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,2.5,码,,0,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250098,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250099,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250099,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250100,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.3,码,,0,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250100,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250101,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250101,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250102,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1,码,,0,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250102,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260146,2026-01-16 00:00:00,,
PA251230004,K250103,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1.8,码,,0,FLDH260147,2026-01-16 00:00:00,,
PA251230004,K250103,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260147,2026-01-16 00:00:00,,
PA251230004,K250104,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,2.7,码,,0,FLDH260147,2026-01-16 00:00:00,,
PA251230004,K250104,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260147,2026-01-16 00:00:00,,
PA251230005,K250091,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260147,2026-01-16 00:00:00,,
PA251230005,K250091,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260147,2026-01-16 00:00:00,,
PA251230005,K250092,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260147,2026-01-16 00:00:00,,
PA251230005,K250092,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260147,2026-01-16 00:00:00,,
PA251230005,PPS0033,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,0,FLDH260147,2026-01-16 00:00:00,,
PA251230005,PPS0034,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.5,码,,0,FLDH260147,2026-01-16 00:00:00,,
PA260106024,K260003,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.5,码,,0,FLDH260148,2026-01-16 00:00:00,,
PA260106024,K260003,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260148,2026-01-16 00:00:00,,
PA260106024,K260004,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,1.3,码,,0,FLDH260148,2026-01-16 00:00:00,,
PA260106024,K260004,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260148,2026-01-16 00:00:00,,
PA260110032,K260005,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.2,码,,0,FLDH260148,2026-01-16 00:00:00,,
PA260110032,K260005,382J5LW-A00,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,,预补数,FLDH260148,2026-01-16 00:00:00,,
PA260110032,K260006,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.6,码,,0,FLDH260148,2026-01-16 00:00:00,,
PA260110032,K260006,382J5LW-A02,B0301440,AS26001M,"1.0mm 热切TPU 54""",幻彩半透蓝,0.1,码,1,预补数,FLDH260148,2026-01-16 00:00:00,,
PA251227026,K250081,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.3,码,,0,FLDH260149,2026-01-16 00:00:00,,
PA251227026,K250081,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260149,2026-01-16 00:00:00,,
PA251227026,K250082,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,3.5,码,,0,FLDH260149,2026-01-16 00:00:00,,
PA251227026,K250082,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.3,码,,预补数,FLDH260149,2026-01-16 00:00:00,,
PA251227026,K250083,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,6.2,码,,0,FLDH260149,2026-01-16 00:00:00,,
PA251227026,K250083,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.4,码,,预补数,FLDH260149,2026-01-16 00:00:00,,
PA251227026,K250084,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,3.2,码,,0,FLDH260149,2026-01-16 00:00:00,,
PA251227026,K250084,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.4,码,,预补数,FLDH260149,2026-01-16 00:00:00,,
PA251227026,K250085,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,1.4,码,,0,FLDH260149,2026-01-16 00:00:00,,
PA251227026,K250085,342B5EW-A00,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.2,码,,预补数,FLDH260149,2026-01-16 00:00:00,,
PA251230004,K250093,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,1.3,码,,0,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250093,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.2,码,,预补数,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250094,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,2.7,码,,0,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250094,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.2,码,,预补数,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250095,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.5,码,,0,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250095,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.2,码,,预补数,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250096,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,10.6,码,,0,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250096,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.4,码,,预补数,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250097,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,17.9,码,,0,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250097,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.3,码,,预补数,FLDH260150,2026-01-16 00:00:00,,
PA251230004,K250098,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,25.4,码,,0,FLDH260151,2026-01-16 00:00:00,,
PA251230004,K250098,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.4,码,,预补数,FLDH260151,2026-01-16 00:00:00,,
PA251230004,K250105,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,1.4,码,,0,FLDH260151,2026-01-16 00:00:00,,
PA251230004,K250105,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.2,码,,预补数,FLDH260151,2026-01-16 00:00:00,,
PA251230004,K250106,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,3.1,码,,0,FLDH260151,2026-01-16 00:00:00,,
PA251230004,K250106,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.3,码,,预补数,FLDH260151,2026-01-16 00:00:00,,
PA251230004,K250107,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,18.8,码,,0,FLDH260151,2026-01-16 00:00:00,,
PA251230004,K250107,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.4,码,,预补数,FLDH260151,2026-01-16 00:00:00,,
PA251230004,K250108,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,20.4,码,,0,FLDH260151,2026-01-16 00:00:00,,
PA251230004,K250108,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.3,码,,预补数,FLDH260151,2026-01-16 00:00:00,,
PA251230005,K250091,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,0,FLDH260152,2026-01-16 00:00:00,,
PA251230005,K250091,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260152,2026-01-16 00:00:00,,
PA251230005,PPS0033,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.3,码,,0,FLDH260152,2026-01-16 00:00:00,,
PA251230005,PPS0035,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.5,码,,0,FLDH260152,2026-01-16 00:00:00,,
PA260106024,K260004,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,4.7,码,,0,FLDH260152,2026-01-16 00:00:00,,
PA260106024,K260004,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.3,码,,预补数,FLDH260152,2026-01-16 00:00:00,,
PA260110032,K260005,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,2.8,码,,0,FLDH260152,2026-01-16 00:00:00,,
PA260110032,K260005,382J5LW-A00,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.2,码,,预补数,FLDH260152,2026-01-16 00:00:00,,
PA260110032,K260007,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.8,码,,0,FLDH260152,2026-01-16 00:00:00,,
